age,mean,sd,2.50%,25%,50%,75%,97.50%
55722,1382.061607,123.1917817,1157.177307,1296.382292,1376.735557,1461.171817,1639.07473
55715,1441.460509,118.1880725,1225.12387,1359.998467,1435.902649,1517.874565,1686.897291
55712,1430.491165,120.5972436,1212.181948,1345.578569,1425.746803,1509.191885,1679.529029
55710,1430.684029,121.382246,1209.357366,1346.543008,1426.307488,1507.951189,1683.452187
55708,1432.162849,126.4911548,1200.690239,1343.463848,1425.776732,1514.465435,1694.143335
55698,1423.665808,145.5653111,1158.209714,1321.899342,1415.366428,1517.356813,1736.090354
55697,1422.901624,148.6509298,1160.118029,1318.600357,1415.18929,1517.253389,1731.546054
55686,1404.335295,163.6726589,1113.902583,1290.854744,1395.532793,1508.11103,1746.062628
55679,1396.431889,170.4973078,1095.262316,1275.317943,1385.849084,1503.551309,1760.426213
55674,1388.176596,175.5636018,1083.240945,1264.92173,1376.20701,1499.756569,1761.830029
55673,1387.553267,175.3397467,1077.484474,1267.053954,1374.163151,1499.061526,1765.179063
55660,1370.413656,189.5842016,1035.015869,1236.182123,1356.489619,1490.48155,1779.013582
55649,1365.746151,195.1425948,1025.350265,1229.539793,1351.429206,1488.159648,1787.656973
55644,1355.615798,197.958095,1003.758596,1217.519673,1341.51955,1480.458437,1775.089801
55628,1332.006171,203.3803994,977.8346576,1188.565709,1315.117554,1458.860873,1770.918726
55622,1324.126902,204.9174412,966.6768628,1181.109949,1309.035763,1449.440827,1774.777982
55619,1322.559178,205.0794299,967.3613717,1178.369375,1304.654377,1449.456375,1773.436585
55607,1302.999031,204.7101065,950.49775,1158.813966,1286.364853,1430.786579,1752.574751
55594,1283.549013,204.5843031,930.837261,1137.904353,1268.821338,1412.008898,1727.369115
55589,1275.280062,203.4580083,922.3392185,1129.005105,1260.537654,1404.325895,1712.216308
55560,1227.488692,196.3627403,887.8081276,1090.598303,1213.523036,1350.959225,1647.229037
55553,1218.926407,192.2723953,883.5466391,1081.718604,1205.016163,1340.827634,1632.833293
55550,1212.15101,190.601656,875.8071948,1077.698487,1199.407702,1330.56146,1626.978186
55520,1172.369441,173.3811706,866.7290882,1051.112961,1159.731483,1280.312956,1549.408334
55485,1108.462249,141.7158441,855.2423334,1009.381995,1100.761709,1198.144487,1407.970318
55450,1055.243257,90.21136485,888.536788,990.8021642,1051.17924,1115.633168,1241.287099
55448,1030.909545,86.38780798,873.9711487,970.9070208,1027.206596,1086.425006,1212.172528
55411,1041.145685,135.4177932,800.6330063,947.8144852,1032.909372,1124.46683,1328.148079
55376,1057.957398,161.895991,776.5007928,942.7569471,1046.871771,1159.833006,1404.750297
55345,1062.33721,173.7942336,759.4174572,940.7848112,1048.790883,1170.449594,1439.902224
55332,1063.295901,176.0042212,757.0187951,939.2352936,1048.410135,1174.084844,1448.694207
55257,1085.110678,182.5420732,764.5082452,957.1637221,1072.408191,1199.980685,1482.705847
55197,1109.307417,161.859999,827.5436125,994.965526,1096.682555,1212.381009,1457.604435
55138,1131.343965,101.5537705,944.4584989,1060.299554,1126.030208,1197.382675,1345.132948
55079,1108.851326,162.2540145,823.9671847,994.9801751,1098.783942,1209.392483,1459.541622
55021,1104.10358,182.4415283,792.9684009,975.0944252,1088.724321,1219.373734,1501.900284
55011,1106.147754,183.9568556,792.534755,974.4793062,1090.836793,1219.150623,1513.689946
